,org,repo,ref,pageviews,unique_pageviews
3087,productml,blurr,binder-examples,9,9
3088,productml,blurr,tutorial-executable,9,5
3089,py-math,seconde2,master,9,9
3090,pymc-devs,pymc3,master,9,9
3091,qiaodao,resources.git,master,9,9
3092,qmisr,mis492,master,9,9
3093,QuantStack,xeus-cling,0.3.0,9,4
3094,qwertyadrian,AdrianLab,master,9,9
3095,raferguson,Redirect-Tool,Devi_version,9,2
3096,rajeshrinet,pystokes,master,9,9
3097,randulphmorales,zurich-bikes,master,9,9
3098,reproducible-notebooks,Tides_TriMesh_Datashader,master,9,9
3099,rgbkrk,simple-pyspark-binder,master,9,9
3100,RobInLabUJI,ROS-Tutorials,master,9,9
3101,RonaldLeoLu,template.git,master,9,9
3102,samaloney,rhessi17,master,9,9
3103,satya-jugran,Complete-Python-Jupyter-Notebook,master,9,9
3104,sbl-sdsc,mmtf-workshop-2018,master,9,9
3105,scikit-image,skimage-tutorials,master,9,9
3106,sdiether,siml,master,9,9
3107,sfsheath,heath-lod-cookbook,master,9,9
3108,shvm-7397,apparelRecommender,master,9,9
3109,simonhasan,Introduction-to-Technology,master,9,8
3110,simonsterj,PHN-9-5-18,master,9,9
3111,slfordyce,my-first-binder,master,9,9
3112,SofianeB,Training,master,9,8
3113,sophiedeb,exercises,master,9,4
3114,sourabhlal,zurich-bikes,master,9,9
3115,sphinx-gallery,sphinx-gallery.github.io,master,9,9
3116,sphinx-gallery,sphinx-gallery.github.io,master,9,9
3117,stuaxo,cairo-jupyter,master,9,9
3118,tlverse,sl3_lecture,master,9,9
3119,tlverse,sl3_lecture,master,9,9
3120,ubcgif,gpgLabs,master,9,7
3121,ineetbansal,Python-Bootcamp,master,9,9
3122,VivianePons,public-notebooks,master,9,9
3123,oytekresearch,tutorials,master,9,8
3124,WamdamProject,WaMDaM_JupyteNotebooks,master,9,9
3125,WhitakerLab,BrainNetworksInPython,master,9,9
3126,wildtreetech,explore-open-data,binder20-elife,9,9
3127,wittfabian,dl-workshop,master,9,9
3128,wo1fsea,Ray-Tracing-in-Python.git,master,9,9
3129,yandexdataschool,dive_to_dqn,master,9,9
3130,yandexdataschool,sklearn-deeprl,master,9,9
3131,yandexdataschool,ysda_deeplearning17,master,9,9
3132,yaspat,MyJupyterNotebooks,master,9,3
3133,yyu,jupyter_scratchbook,master,9,9
3134,zodiac911,Notes,master,9,9
3138,1oly,BeamformingDemos,master,8,8
3139,4Quant,MaxIV_SummerSchool_2018,master,8,8
3140,4QuantOSS,ohif_binder,master,8,6
3141,AbeerMM,Cross-platform-Analyses-of-Human-Cell-Line-Genomics-Data,master,8,8
3142,aborruso,geopandashub,master,8,8
3143,adamlamee,OCPS-teacher-workshop,master,8,8
3144,aforechi,ifes-alg-2018-2,martes,8,8
3145,aforechi,ifes-ccp,master,8,7
3146,aforechi,ifes-coo,master,8,8
3147,aforechi,ifes-cpp-2018-2.git,master,8,8
3148,aforechi,ifes-cpp-2018-2,masterurlpath=lab,8,8
3149,agahkarakuzu,sosExample,master,8,8
3150,airlinecos,audio_test,master,8,8
3151,ajdawson,binder-pyspharm,master,8,8
3152,alonamit1729,Python-Sage-demos,master,8,8
3153,amilumas,swcpython,master,8,8
3154,andymai92,MNIST_ScikitLearn,master,8,8
3155,AnnaMatuszynska,trial,master,8,8
3156,antongrin,easymig,master,8,7
3157,arm61,pylj,master,8,8
3158,avehtari,BDA_py_demos,master,8,8
3159,azuki72,python,master,8,2
3160,barralf,pokemons-classifier,master,8,8
3161,benjello,ppd-micro-simulations-and-public-policies,master,8,8
3162,benureau,recode,master,8,8
3163,Birinder1469,Binder.git,master,8,8
3164,bjmorgan,python_in_chemistry,master,8,8
3165,bjodah,chempy,181c41cec04bf2d41a64d2c2bb55b4ac112bf46f,8,8
3166,boazkat,JupyterSolarSystem,master,8,8
3167,brian-team,brian2-binder,master,8,8
3168,bryanfry,widget-q,master,8,8
3169,bwilk7,CMSC433,Spring2018,8,7
3170,callysto,callysto-sample-notebooks.git,master,8,8
3171,CamDavidsonPilon,Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,master,8,8
3172,carderne,MiniGridOptimiser,master,8,8
3173,casadi,live-python,master,8,8
3174,catherinedevlin,python-intro-exercises,master,8,8
3175,cds-astro,mocpy,tmoc,8,8
3176,chestrays,appmode,master,8,8
3177,chestrays,jupyanno,cornerstone-widget,8,8
3178,chestrays,jupyanno,pneumonia-dataset,8,8
3179,chinaluoyanbin,Python-Online.git,master,8,8
3180,chinaluoyanbin,SmallPythonProject.git,master,8,8
3181,choldgraf,choldgraf.github.io,master,8,8
3182,choldgraf,mne3d,master,8,6
3183,Chris-Currin,shunt-level,master,8,8
3184,CINPLA,exdir,dev,8,7
3185,cltk,tutorials.git,master,8,8
3186,cms-opendata-education,cms-jupyter-materials-english,master,8,8
3187,cms-opendata-education,cms-jupyter-materials-finnish,master,8,8
3188,codeforosnabrueck,osm-tutorial,master,8,8
3189,compstat-lmu,rcourses_notebook_ml,master,8,8
3190,croach,statistics-for-hackers.git,master,8,8
3191,ctb,binder-uw-topmed,pipeline,8,8
3192,cudmore,PyMapManager,master,8,6
3194,damianavila,RISE,master,8,8
3195,data-science-workshops,deep-learning,master,8,8
3196,datsoftlyngby,soft2018spring-databases-teaching-material,master,8,7
3197,davidlu89,notes_mspacman,master,8,8
3198,dayton-dynamic,demos,master,8,3
3199,dclunde,frisbeesimulations,master,8,7
3200,delsim,samples,master,8,8
3201,devinbrady,binder-test,master,8,8
3202,dhjc,dhjc.github.io,master,8,6
3203,djsegal,fusion-binder,master,8,8
3204,dlab-berkeley,python-text-analysis,master,8,7
3205,dorodnic,binder_test,master,8,8
3206,ds-modules,INFO-290,master,8,8
3207,econ-ark,DemARK,stable,8,8
3208,edujtm,fuzzy-temp,master,8,8
3209,eliasdabbas,skillshare,master,8,8
3210,ericjamesl,maskless-,master,8,8
3211,ericmjl,causality,master,8,8
3212,fabiocolombo,mlTeachings,master,8,8
3213,fastai,fastai,master,8,6
3214,felipeinfantino,testBinder,master,8,8
3215,fomightez,ericmjl-Circos_Binderized,master,8,2
3216,fonnesbeck,PyMC3_EUSS,master,8,8
3217,friedrichknuth,2018-data-workshops.git,master,8,8
3218,fumitoh,mls2018-demo,master,8,8
3219,funcloudio,go-notebook-binder,master,8,8
3220,funcloudio,perl-notebook-binder,master,8,7
3221,fvanden,sphereProject.git,master,8,8
3222,GabrielBogo,interactive_repo,master,8,8
3223,aelvaroquaux,interpreting_ml_tuto,master,8,8
3224,ammapy,gammapy-extra,master,8,8
3225,ap-packages,walrus,master,8,8
3226,bonomib,mlTeachings,dev,8,8
3227,bonomib,mlTeachings,dev,8,8
3228,bonomib,mlTeachings,master,8,8
3229,bonomib,mlTeachings,master,8,8
3230,bonomib,mlTeachings,master,8,8
3231,bonomib,mlTeachings,master,8,8
3232,bonomib,mlTeachings,master,8,8
3233,bonomib,mlTeachings,master,8,8
3234,bonomib,mlTeachings,master,8,7
3235,eimerp,jupyter,master,8,8
3236,Geo-Python,2018,master,8,8
3237,eoscixyz,Toolkit.git,master,8,8
3238,alib-bello,myK3D-jupyter,master,8,8
3239,alib-bello,myK3D-jupyter,master,8,8
3240,inop,myMetroStats,master,8,7
3241,GLAM-Workbench,trove-lists,master,8,8
3242,oogle,or-tools,master,8,8
3243,opala-kr,notebooks,master,8,7
3244,Gordon-Leo,guba-topic-model,master,8,8
3245,rovduck,binder-package-test,master,8,4
3246,ackingmaterials,matminer,master,8,8
3247,ajianOne,temp,master,8,8
3248,arikrishnand,BinderRepo,master,8,8
3249,HazureChi,Kenchi,master,8,8
3250,b20007,hands-on-nltk-tutorial,master,8,7
3251,rzn,opendataviz,master,8,8
3252,z-inova,run_jnb,master,8,8
3253,imagej,tutorials,op-directory,8,8
3254,imaging-tools,ivvv,master,8,8
3255,imodels,mbuild_binder,master,8,8
3256,inducer,splash-activities,master,8,8
3257,ingeborgr,teaching-emlar-modeling,master,8,8
3258,jankoslavic,pypinm,master,8,8
3259,jdemeyer,pep575binder.git,master,8,8
3260,jerome-barth,constitution-classes,master,8,8
3261,jgomezdans,dalec_pf,master,8,8
3262,jiwidi,voice_gender_recognition,master,8,8
3263,josephmata,functions.git,master,8,8
3264,jupyterlab,jupyterlab-shortcutui,master,8,8
3265,jverrette,emailGraphPrediction,master,8,8
3266,jwasserman2,nba_2019_projections,master,8,8
3267,kaushikcfd,splash-activities,master,8,8
3268,kmader,kaggle_gridsearch,master,8,8
3269,kmader,keras-model-editor,patch-1,8,8
3270,kmader,quantitative-big-imaging-2018,master,8,8
3271,kosack,cta_exploration,master,8,7
3272,Krishers,my-first-binder,master,8,8
3273,kynan,datashader-binder,master,8,8
3274,laurentperrinet,2018-03-26_cours-NeuroComp_FEP,master,8,8
3275,ldo,qahirah_notebooks,master,8,7
3276,LeMasters,Tweepy18,master,8,8
3277,leouieda,geofisica2,master,8,8
3278,letsop,test_note,master,8,7
3279,leukgen,binderscience,master,8,4
3280,libocca,occa.py,0.3.8,8,8
3281,llanfang,topic-model,master,8,8
3282,loftyhauser,Binder_Test,master,8,8
3283,loicgrobol,python-im,master,8,8
3284,lopezerik,videogameDataAnalysis,master,8,4
3285,lorecchia,convex,master,8,6
3286,lukasheinrich,atlasbinder,master,8,8
3287,maartenbreddels,ipyvolume,a24d5ec,8,8
3288,makatony,handson-nlp-gh,master,8,8
3289,mandli,intro-numerical-methods,master,8,8
3290,marcocaggioni,microrheology,master,8,8
3291,marcolondon,thebelab,master,8,1
3292,markwilkinson,UPM_BioinfoCourse,master,8,8
3293,maxalbert,paper-supplement-nanoparticle-sensing,master,8,8
3294,Me6me82,my-first-binder,master,8,8
3295,meisep,ferroelectronicsprograms,master,8,8
3296,MengLiuPurdue,Generalized-APTRANK,master,8,8
3297,mich-431,binder.git,master,8,8
3298,mikheyev,predator-prey-lecture,master,8,5
3299,mikkokotila,jupyter4kids,master,8,8
3300,MindFoundry,optaas-tutorials,master,8,8
3301,minrk,simula-workshop,master,8,8
3302,mkcor,advanced-pandas,master,8,8
3303,mlamoureux,CallDemos,master,8,8
3304,mmccarty,intake-blog,master,8,8
3305,mmerce,notebooks,master,8,8
3306,mperreir,Notebooks,master,8,7
3307,MUSSLES,tutorials,master,8,8
3308,Naereen,notebooks,master,8,7
3309,neurohackweek,python-for-scientists,master,8,8
3310,niftyksk,learnbinder,master,8,8
3311,NissanGoldberg,CPP-Notebooks.git,master,8,8
3312,nteract,vdom,master,8,7
3313,oceanhackweek,ohw18_erddap-explorer,master,8,8
3314,ocefpaf,2018-SciPy-talk,gh-pages,8,8
3315,ocefpaf,folium_notebooks,master,8,7
3316,OllieZheng,Jupyter-Research-Journals,master,8,8
3317,openmodal,pyFRF,master,8,8
3318,oscar-bustos,digitalliteracy-bigdata,master,8,8
3319,paulo-raca,jupyter-regression,master,8,8
3320,paulromer149,Qn_temp,master,8,6
3321,pbarranger,whiskey_library.git,gh-pages,8,8
3322,pbrusco,tps-aa,master,8,8
3323,pdehaye,jupyter-gmaps-binder,master,8,8
3324,PGE383-HPC,live_lectures,master,8,7
3325,PGE383-HPC,live_lectures,master,8,8
3326,PhilosopherZ,hello-world,master,8,8
3327,PmagPy,PmagPy-notebooks,master,8,8
3328,PmagPy,PmagPy,master,8,8
3329,pnavaro,python-notebooks,master,8,8
3330,pravinrav,HKN-Service-CSLab,master,8,8
3331,Pretty9,python,master,8,8
3332,qmisr,mis492,master,8,6
3333,qMRLab,t1_notebooks,ir_notebooks,8,8
3334,QuantStack,xtensor,master,8,8
3335,quinngroup,JupyterDay2018-Cilia-Segmentation,master,8,6
3336,respec,HSPsquared,linux,8,8
3337,Restry,binder-notebook,master,8,8
3338,rlabbe,Kalman-and-Bayesian-Filters-in-Python,master,8,8
3339,RobInLabUJI,ROS2-Tutorials,master,8,8
3340,robnewman,quilt,master,8,8
3341,Roger-luo,Tutorial-Julia-NASA-Park-2018,master,8,8
3342,ryanlovett,binder-novnc,master,8,7
3343,ryanlovett,simple-chat,master,8,8
3344,ryanprosser13,Ryan-Jupyter-Notebooks.git,master,8,8
3345,samokhinv,Laboratory,master,8,8
3346,santanche,case-notebook,master,8,8
3347,ScalABM,models-library,master,8,6
3348,scikit-image,scikit-image,master,8,8
3349,scikit-optimize,scikit-optimize,master,8,8
3350,scitools,cube_browser,master,8,8
3351,scott-trinkle,uCTdMRI,hardi,8,8
3352,sdiehl28,tutorial-jupyter-notebooks,master,8,8
3353,sdwfrost,polyglot-notebook,master,8,8
3354,Semaine52,NB_Slides_S52,master,8,8
3355,sergiourjc,LabsBiofisica,master,8,8
3356,shadden,celmech,master,8,8
3357,sjoerddehaan,ml-course-2018,master,8,6
3358,soli,inf555,master,8,8
3359,Sososososo12,datany_remote.git,master,8,8
3360,spatialaudio,nbsphinx,0.3.5,8,8
3361,statOmics,evaluateTargetDecoy,master,8,8
3362,student4life,illustrations,test,8,8
3363,sursu,pytest,master,8,8
3364,TAdeJong,python-atomic-orbitals,master,8,8
3365,TheChanRProject,nishNotebooks,master,8,8
3366,thunderkatzen,SmartCityVisualization,master,8,6
3367,TIBHannover,orkg-lsuc-jn,master,8,8
3368,tlinnet,drawnmr,master,8,7
3369,tlverse,sl3_lecture,master,8,8
3370,Tony-HYX,Kaggle-Titanic,master,8,8
3371,trtmn,TOP-Bishops,master,8,8
3372,twosigma,beakerx,master,8,8
3373,ubcgif,em_examples,master,8,8
3374,unh-hpc,phys407s,master,8,8
3375,usnistgov,CEGO,master,8,8
3376,andyastroml,vanderbilt_computational_bootcamp,master,8,8
3377,ineetbansal,Python-Bootcamp,master,8,8
3378,WamdamProject,JupyteNotebooks,master,8,8
3379,WatPro,binder-workspace,master,8,4
3380,Wentao2017,Zurich-bikes,master,8,8
3381,wshuyi,demo-python-chinese-word-embedding,master,8,8
3382,YannickJadoul,Parselmouth,master,8,8
3383,zachetienne,nrpytutorial,master,8,8
3384,zkomassa,information_design,master,8,8
3390,4QuantOSS,digits-binder,master,7,7
3391,4QuantOSS,labelImg,binder-tools,7,7
3392,abinit,abipy,develop,7,7
3393,aborruso,corso-open-notebook-science,master,7,7
3394,aforech,ifes-cpp-2018-2,master,7,7
3395,aforechi,ifes-2018-2-cpp,master,7,7
3396,aforechi,ifes-cpp,master,7,7
3397,aforechi,ifesicpp,master,7,6
3398,agahkarakuzu,dogSC,master,7,2
3399,aiidalab,aiidalab-widget-periodictable,master,7,7
3400,airlinecos,rolling_mean_bollinger_band,master,7,7
3401,aiudirog,Python-For-Engineers,master,7,7
3402,akhmerov,20_minutes_intro_to_python,master,7,7
3403,akhmerov,20_minutes_intro_to_python,master,7,7
3404,alhvi,prueba-jupyter,master,7,6
3405,alon211,NewProject,master,7,7
3406,alvinjeffery,nursing_data_science,master,7,7
3407,amorim-cleison,cin_am,develop,7,7
3408,amueller,scipy-2018-sklearn,master,7,7
3409,anmolsarma,learning-python,master,7,5
3410,anofox,m3_konferenz,master,7,7
3411,apache,systemml,master,7,7
3412,atlytle,test-binder,master,7,7
3413,banilo,inf_vs_pred_2018,master,7,7
3414,benjello,ppd-micro-simulations-and-public-policies,master,7,7
3415,benjello,ppd-micro-simulations-and-public-policies,master,7,7
3416,bettybhzhou,DSCI521_lab2_mybinder,master,7,7
3417,BielStela,prime_factors,master,7,7
3418,bjmorgan,python_in_chemistry,master,7,7
3419,bjmorgan,python_in_chemistry,master,7,7
3420,bryanwweber,me-2234-binder,master,7,7
3421,BrynMawrCollege,TIDES,master,7,7
3422,BTamby,ISN.git,master,7,7
3423,buzzfeednews,2015-11-lottery-simulations,master,7,7
3424,bwilk7,CMSC433,Spring2018,7,7
3426,CalebeCavalcante,PyBinder,master,7,7
3427,callysto,callysto-sample-notebooks.git,dev,7,7
3428,camille-s,c-j-workspace,master,7,7
3429,cathowlet,mybinder,sklearn,7,7
3430,cbkmephisto,ab2lab,master,7,7
3431,cchorn,Neurophysiological-Analytics-for-All,master,7,7
3432,ChadFulton,tsa-notebooks,master,7,7
3433,chenyuntc,pytorch-book.git,master,7,7
3434,chestrays,jupyanno,better-zoom-drag-contrast,7,7
3435,chestrays,jupyanno,data-branch,7,7
3436,Chris-Currin,shunt-level,master,7,7
3437,ck37,PS239T,master,7,7
3438,clausia,t7e3,master,7,7
3439,cmbant,camb,devel,7,7
3440,cms-opendata-education,scool-lab-sc18-opendata,master,7,7
3441,colinjbrown,dfexamples,master,7,7
3442,consideratio,jupyter-se-math-teacher,mybinder-testing,7,7
3443,contactmikethomas,Data-Science-Training,master,7,7
3444,core-skills,01-zero-to-data-science.git,master,7,7
3445,cosmoscalibur,leyes-kepler,master,7,3
3446,CropEvol,remote_env_for_lecture,master,7,7
3447,CWRUChielLab,axographio,add-jupyter-examples,7,7
3448,data-8,data8assets,gh-pages,7,7
3449,data-8,textbook,gh-pages,7,7
3450,data-8,textbook,gh-pages,7,7
3451,datalifelab,corso-open-notebook-science,binder-patch-1,7,7
3452,debimax,cours-debimax,master,7,7
3453,deeppatelcs,sharing-github.git,master,7,7
3454,delimax,cours-debimax,master,7,2
3455,DeltaAnalytics,machine_learning_for_good,master,7,7
3456,DevonMorris,LambdaCalcPy,master,7,7
3457,devvyn,aafc-field-data,master,7,6
3458,dfserrano,callysto-sample-notebooks,master,7,7
3459,DiamondLightSource,zooniverse,master,7,7
3460,diego898,mlf-bmif-6315-2018,master,7,7
3461,DiscreteZOO,DiscreteZOO-presentations,dockerfile,7,7
3462,dlabctawg,htrc,master,7,7
3463,dpploy,chen-3170,master,7,7
3464,drillan,pyconjp2018,master,7,7
3465,drvinceknight,gt,master,7,7
3466,ds-modules,XENGLIS-31AC,master,7,7
3467,eauer22,mtcarsbinder.git,master,7,7
3468,econ-ark,DemARK,stable,7,7
3469,edersantana,gumbel,master,7,7
3470,egunawan,friezepattern,master,7,7
3471,ehalley,parallax-tutorial-2018,master,7,7
3472,elliewix,archives-pandas,master,7,7
3473,emptyeggcartons,Studying-the-Ocean-from-Blackboard-to-Drones,master,7,7
3474,emptyeggcartons,Studying-the-Ocean-from-Blackboard-to-Drones,Student,7,7
3475,enderwiggin205,cingulate_proj,master,7,7
3476,ericjamesl,maskless-,master,7,7
3477,evanoman,data-science-from-scratch,master,7,7
3478,eXtremeGravityInstitute,LISA Sensitivity.git,master.,7,7
3479,eXtremeGravityInstitute,LISASensitivity.git,master,7,7
3480,fangohr,introduction-to-python-for-computational-science-and-engineering,master,7,7
3481,fastai,courses,master,7,4
3482,fietew,selected-topics-in-audio-signal-processing-exercises,master,7,5
3483,fomightez,length_binder,master,7,7
3484,fomightez,mcscan-binder,master,7,7
3485,FujiwaraTakumiEH,Jupyter,master,7,7
3486,aelvaroquaux,interpreting_ml_tuto,master,7,7
3487,aelvaroquaux,interpreting_ml_tuto,master,7,7
3488,alvanizeopensource,python-resources,master,7,5
3489,ammapy,gammapy,master,7,7
3490,bonomib,mlTeachings,dev_test,7,7
3491,bonomib,mlTeachings,dev,7,7
3492,bonomib,mlTeachings,dev,7,7
3493,eoffbacon,computational-text-analysis,master,7,6
3494,eoscixyz,Toolkit.git,master,7,7
3495,f712,Cython-Tutorial,master,7,7
3497,inop,myMetroStats,master,7,5
3498,GoldBloods,demo-spacy-text-processing,master,7,7
3499,GoldBloods,demo,master,7,7
3500,opherdata,mybinder-go,master,7,7
3501,te620v,PythonTutorialWithJupyter,master,7,5
3502,GUELOU,PYTHON,master,7,5
3503,wenolelegars,filter_reverb,master,7,7
3504,adimaster65555,linear-regression-multiple-way,master,7,7
3505,cchengithub,peforth,develop,7,7
3506,owl-anderson,howl-anderson.github.io,master,7,7
3507,umberto-ortiz,vcfr-example,master,7,7
3508,ian-r-rose,dask-examples,jlab,7,7
3509,ICPSR,icpsr-jupyter-notebooks,master,7,7
3510,idlegene,scipy-2017-tutorial-pandas,master,7,5
3511,IFAE,binder-bl4s,master,7,7
3512,ingeborgr,teaching-emlar-modeling,master,7,7
3513,IntroGM,2018,master,7,7
3515,James-Leslie,Learning-Library,master,7,7
3516,jan-janssen,lammps-notebooks.git,master,7,7
3517,jeremiedecock,simulateur_pajemploi,master,7,7
3518,jhoar,Notebooks,master,7,6
3519,jibanCat,DigitalHumanities,master,7,7
3520,jlinGG,yellowbrick,develop,7,7
3521,jmletang,Xray,master,7,7
3522,JoaoPonte,intro_python,master,7,4
3523,JordanBeary,DfsnABM,master,7,7
3524,josephofiowa,pandas-intro-iowa-lig,master,7,7
3525,jrper,binder_example,master,7,7
3526,jrper,jrper.github.io,master,7,7
3527,jrzech,replicate-chexnet,master,7,7
3528,jtbaker,DPSLearning,master,7,7
3529,jupyter-widgets,ipyleaflet,0.8.4,7,7
3530,jupyterlab,jupyterlab-demo,master.,7,7
3531,justheuristic,vime,master,7,7
3532,jverrette,swissmap,master,7,7
3533,jzf2101,r2d_study,master,7,7
3534,kate-one,population-stats-tool,master,7,7
3535,kenzieacademy,python-notebooks,master,7,7
3536,kmader,python-pcl,master,7,7
3537,kmader,TransmogrifAI,patch-1,7,7
3538,kwb-r,apps,wtaqWeb,7,7
3539,LeMasters,Jupyter_Tutyr,master,7,7
3540,leouieda,geofisica2,master,7,7
3541,libcrowds,notebooks,master,7,7
3542,lijin-THU,notes-python,master,7,7
3543,lincolnfrias,binder,master,7,7
3544,LittleBeannie,interactive-slides_R1,master,7,7
3545,lukaribar,Bursting-Circuit,master,7,7
3546,lwgray,DiseaseClusters,feature-preprocess,7,3
3547,maleadt,julia-intro,master,7,7
3548,malramsay64,MLCrystals-tutorial,master,7,7
3549,marccanby,hack-rice-tutorial,master,7,7
3550,marcolussetti,python4data2017,master,7,7
3551,markdregan,K-Nearest-Neighbors-with-Dynamic-Time-Warping,master,7,7
3552,marshuang80,python_tutorials,master,7,6
3553,MattForshaw,zurich-bikes,master,7,7
3554,matthewbrems,jupytercon-missing-data-2018,master,7,7
3556,mbcxqcw2,EEModel,master,7,6
3557,mbmilligan,nbnovnc-demo,8c5ad114ea9126d442a6913adcf4d9f6d3ddfa40,7,7
3558,mcmartins,francy,master,7,6
3559,mdeff,ntds_2017,outputs,7,7
